1812,16,20
1813,29,7
1816,34,3
1816,24,11
1816,28,8
1817,33,4
1818,14,23
1819,9,35
1820,10,32
1820,22,13
1821,11,29
1822,12,27
1830,8,39
1831,7,43
1834,6,49
1836,32,5
1838,31,6
1838,18,18
1842,27,9
1843,11,30
1844,13,25
1845,15,22
1845,7,44
1846,14,24
1846,26,10
1850,37,1
1850,36,2
1851,9,36
1855,17,19
1858,6,50
1860,30,7
1860,20,16
1862,8,40
1863,29,8
1864,22,14
1864,24,12
1865,35,3
1866,19,17
1866,34,4
1870,13,26
1870,12,28
1873,21,15
1875,25,11
1878,16,21
1880,23,13
1880,10,33
1884,33,5
1886,32,6
1887,7,45
1888,28,9
1889,17,20
1892,27,10
1900,38,1
1900,37,2
1904,19,18
1905,15,23
1907,31,7
1910,30,8
1914,36,3
1915,11,31
1915,35,4
1920,26,11
1920,10,34
1920,18,19
1922,13,27
1923,21,16
1925,25,12
1926,8,41
1926,23,14
1928,16,22
1928,9,37
1929,7,46
1930,20,17
1932,12,29
1932,14,25
1932,34,5
1934,33,6
1934,29,9
1935,15,24
1936,22,15
1937,11,32
1938,28,10
1940,24,13
1942,8,42
1946,9,38
1950,39,1
1950,38,2
1954,32,7
1956,18,20
1956,12,30
1956,17,21
1957,31,8
1957,7,47
1960,10,35
1960,14,26
1963,37,3
1964,36,4
1965,27,11
1970,20,18
1970,26,12
1971,7,48
1972,13,28
1980,35,5
1980,30,9
1982,9,39
1982,34,6
1984,29,10
1985,19,19
1986,22,16
1988,24,14
1990,10,36
1992,16,23
1994,21,17
1998,11,33
1999,23,15
2000,39,2
2000,25,13
2000,40,1
2001,33,7
2002,8,43
2004,32,8
2006,17,22
2010,28,11
2012,38,3
2013,37,4
2015,27,12
2016,14,27
2018,9,40
2018,8,44
2020,15,25
2023,19,20
2024,16,24
2024,18,21
2026,31,9
2028,36,5
2030,12,31
2030,35,6
2030,30,10
2035,13,29
2036,21,18
2042,11,34
2042,7,49
2044,26,13
2048,34,7
2049,23,16
2050,41,1
2050,40,2
2050,25,14
2050,20,19
2050,15,26
2051,33,8
2054,12,32
2055,29,11
2058,22,17
2060,28,12
2061,13,30
2061,39,3
2062,24,15
2062,38,4
2064,7,50
2066,14,28
2066,8,45
2070,10,37
2072,32,9
2073,17,23
2074,18,22
2076,31,10
2076,37,5
2078,36,6
2086,9,41
2086,11,35
2088,27,13
2090,10,38
2090,20,20
2092,19,21
2094,26,14
2095,35,7
2098,34,8
2100,30,11
2100,42,1
2100,41,2
2102,22,18
2104,9,42
2105,29,12
2107,17,24
2108,16,25
2110,15,27
2110,40,3
2111,39,4
2112,24,16
2114,11,36
2114,8,46
2115,21,19
2116,12,33
2118,33,9
2122,23,17
2122,32,10
2124,38,5
2125,25,15
2126,37,6
2130,14,29
2130,10,39
2132,28,13
2137,13,31
2138,27,14
2140,16,26
2142,19,22
2142,18,23
2142,36,7
2145,31,11
2145,35,8
2146,8,47
2150,43,1
2150,30,12
2150,42,2
2157,21,20
2158,14,30
2159,41,3
2160,40,4
2160,20,21
2160,15,28
2162,8,48
2163,9,43
2163,13,32
2164,12,34
2164,34,9
2168,33,10
2168,26,15
2168,23,18
2170,10,40
2172,39,5
2174,38,6
2175,25,16
2176,29,13
2178,18,24
2180,22,19
2181,9,44
2182,28,14
2186,24,17
2189,37,7
2190,17,25
2190,32,11
2192,36,8
2195,31,12
2197,11,37
2200,43,2
2200,44,1
2204,16,27
2208,42,3
2209,41,4
2210,35,9
2210,20,22
2211,19,23
2211,27,15
2212,12,35
2214,34,10
2218,26,16
2219,11,38
2220,30,13
2220,40,5
2222,39,6
2224,22,20
2224,17,26
2225,15,29
2226,13,33
2226,29,14
2228,21,21
2234,24,18
2235,9,45
2235,33,11
2236,38,7
2236,14,31
2236,8,49
2238,12,36
2239,37,8
2240,10,41
2240,32,12
2245,23,19
2249,19,24
2250,25,17
2250,44,2
2250,45,1
2254,28,15
2254,16,28
2254,8,50
2255,15,30
2256,36,9
2257,43,3
2258,42,4
2260,18,25
2260,35,10
2260,10,42
2261,27,16
2263,11,39
2264,31,13
2264,14,32
2268,41,5
2270,40,6
2270,30,14
2276,13,34
2278,21,22
2280,34,11
2280,20,23
2283,39,7
2285,9,46
2285,33,12
2286,38,8
2291,23,20
2291,17,27
2292,26,17
2296,22,21
2296,18,26
2297,29,15
2300,45,2
2300,25,18
2300,46,1
2302,37,9
2304,28,16
2306,44,3
2306,36,10
2307,43,4
2307,11,40
2308,32,13
2310,24,19
2314,31,14
2316,42,5
2318,41,6
2320,10,43
2320,20,24
2320,16,29
2321,9,47
2324,12,37
2325,35,11
2328,13,35
2328,14,33
2330,19,25
2330,40,7
2330,34,12
2333,39,8
2334,27,17
2335,15,31
2339,9,48
2340,10,44
2340,30,15
2341,17,28
2342,26,18
2346,22,22
2347,29,16
2348,38,9
2348,12,38
2349,21,23
2350,46,2
2350,47,1
2352,16,30
2352,33,13
2352,37,10
2354,13,36
2355,45,3
2356,44,4
2358,24,20
2358,32,14
2364,23,21
2364,18,27
2364,43,5
2365,15,32
2366,42,6
2368,19,26
2370,36,11
2374,11,41
2375,25,19
2375,35,12
2376,28,17
2377,41,7
2378,14,34
2380,40,8
2383,31,15
2384,27,18
2390,30,16
2391,21,24
2394,39,9
2396,11,42
2396,34,13
2396,12,39
2398,38,10
2400,48,1
2400,20,25
2400,47,2
2400,10,45
2402,33,14
2404,46,3
2405,45,4
2408,17,29
2412,44,5
2414,23,22
2414,43,6
2414,18,28
2415,37,11
2416,9,49
2416,26,19
2418,29,17
2418,22,23
2420,36,12
2424,42,7
2425,25,20
2426,28,18
2426,32,15
2427,41,8
2430,15,33
2432,24,21
2433,31,16
2434,16,31
2434,14,35
2434,9,50
2437,19,27
2440,35,13
2440,40,9
2440,20,26
2441,13,37
2442,17,30
2444,12,40
2444,39,10
2446,34,14
2450,10,46
2450,48,2
2450,49,1
2453,47,3
2454,46,4
2457,27,19
2460,45,5
2460,38,11
2460,30,17
2462,11,43
2462,14,36
2462,22,24
2462,44,6
2465,37,12
2466,16,32
2466,26,20
2467,13,38
2468,29,18
2469,33,15
2470,21,25
2471,43,7
2474,42,8
2476,32,16
2480,15,34
2482,24,22
2482,18,29
2484,36,13
2484,11,44
2486,41,9
2487,23,23
2487,19,28
2490,10,47
2490,40,10
2490,35,14
2498,28,19
2500,49,2
2500,50,1
2500,25,21
2502,48,3
2502,31,17
2503,47,4
2505,39,11
2507,27,20
2508,46,5
2508,12,41
2510,20,27
2510,45,6
2510,30,18
2510,38,12
2510,10,48
2512,21,26
2512,34,15
2518,44,7
2518,18,30
2519,13,39
2519,33,16
2521,43,8
2525,17,31
2528,37,13
2532,16,33
2532,12,42
2532,42,9
2533,23,24
2534,36,14
2536,41,10
2539,29,19
2540,26,21
2540,15,35
2540,22,25
2544,32,17
2545,11,45
2548,28,20
2548,14,37
2550,40,11
2550,50,2
2550,25,22
2551,49,3
2552,48,4
2552,31,18
2555,39,12
2555,35,15
2556,19,29
2556,24,23
2556,47,5
2558,46,6
2559,17,32
2560,20,28
2562,34,16
2565,45,7
2568,44,8
2569,13,40
2570,15,36
2572,38,13
2576,14,38
2578,43,9
2578,37,14
2580,27,21
2580,30,19
2582,42,10
2582,16,34
2583,21,27
2584,22,26
2586,33,17
2589,29,20
2590,10,49
2590,26,22
2594,19,30
2594,32,18
2595,41,11
2595,11,46
2598,36,15
2600,18,31
2600,50,3
2600,40,12
2601,49,4
2604,24,24
2604,12,43
2604,48,5
2605,35,16
2606,47,6
2610,23,25
2610,10,50
2612,46,7
2615,45,8
2616,39,13
2620,28,21
2621,31,19
2622,38,14
2624,44,9
2625,25,23
2626,17,33
2628,43,10
2628,12,44
2628,34,17
2630,30,20
2630,27,22
2630,20,29
2632,13,41
2632,14,39
2633,21,28
2636,18,32
2636,33,18
2639,11,47
2640,42,11
2641,37,15
2645,41,12
2646,16,35
2648,36,16
2650,50,4
2652,49,5
2654,48,6
2655,15,37
2656,22,27
2656,23,26
2658,13,42
2659,47,7
2660,29,21
2660,40,13
2661,11,48
2662,46,8
2662,32,19
2664,26,23
2666,39,14
2670,45,9
2670,35,17
2670,20,30
2670,28,22
2671,31,20
2674,44,10
2675,19,31
2675,25,24
2676,17,34
2678,34,18
2678,16,36
2680,24,25
2682,14,40
2684,38,15
2685,43,11
2685,15,38
2690,42,12
2690,12,45
2691,37,16
2700,50,5
2700,30,21
2702,49,6
2703,27,23
2703,33,19
2704,21,29
2704,41,13
2704,18,33
2706,48,7
2706,22,28
2709,47,8
2710,29,22
2710,40,14
2712,32,20
2712,36,17
2713,19,32
2714,26,24
2716,46,9
2720,35,18
2720,45,10
2727,39,15
2728,24,26
2729,23,27
2730,44,11
2734,13,43
2734,38,16
2735,43,12
2740,12,46
2740,31,21
2742,28,23
2743,17,35
2744,34,19
2744,11,49
2745,15,39
2746,14,41
2746,21,30
2748,42,13
2750,50,6
2750,30,22
2750,20,31
2750,25,25
2753,27,24
2753,49,7
2753,33,20
2754,41,14
2754,37,17
2754,18,34
2756,48,8
2760,13,44
2762,16,37
2762,36,18
2762,47,9
2766,11,50
2766,46,10
2770,40,15
2774,14,42
2775,45,11
2777,17,36
2777,39,16
2778,22,29
2779,23,28
2780,32,21
2780,44,12
2781,29,23
2782,19,33
2785,35,19
2788,12,47
2788,26,25
2790,31,22
2790,20,32
2792,28,24
2792,43,13
2794,16,38
2794,34,20
2795,15,40
2796,38,17
2798,42,14
2800,25,26
2800,50,7
2802,24,27
2803,49,8
2804,37,18
2808,48,9
2812,47,10
2812,12,48
2813,41,15
2820,30,23
2820,46,11
2820,40,16
2820,33,21
2822,18,35
2822,22,30
2823,13,45
2825,45,12
2825,21,31
2826,27,25
2826,36,19
2830,32,22
2831,29,24
2832,19,34
2835,35,20
2836,44,13
2838,26,26
2838,39,17
2842,43,14
2846,38,18
2850,50,8
2852,23,29
2852,14,43
2852,24,28
2854,49,9
2856,42,15
2858,48,10
2858,18,36
2858,16,39
2859,31,23
2860,34,21
2860,20,33
2860,17,37
2860,15,41
2863,41,16
2864,28,25
2865,47,11
2867,21,32
2867,37,19
2870,33,22
2870,46,12
2870,30,24
2873,13,46
2875,25,27
2876,27,26
2876,36,20
2880,14,44
2880,40,17
2880,45,13
2886,44,14
2888,39,18
2890,15,42
2894,17,38
2898,23,30
2898,32,23
2898,12,49
2899,43,15
2900,35,21
2900,50,9
2900,22,31
2901,19,35
2902,29,25
2904,49,10
2906,42,16
2908,38,19
2908,16,40
2909,31,24
2910,34,22
2910,20,34
2910,48,11
2912,26,27
2914,28,26
2915,47,12
2917,37,20
2922,12,50
2922,41,17
2924,46,13
2925,25,28
2925,13,47
2926,24,29
2930,45,14
2930,40,18
2937,33,23
2938,21,33
2939,19,36
2940,18,37
2940,36,21
2940,30,25
2942,44,15
2944,22,32
2944,14,45
2948,32,24
2949,27,27
2949,43,16
2949,39,19
2950,35,22
2950,50,10
2951,13,48
2952,29,26
2955,49,11
2958,38,20
2960,48,12
2961,17,39
2962,26,28
2964,42,17
2968,47,13
2970,15,43
2972,41,18
2974,46,14
2974,16,41
2974,24,30
2975,23,31
2976,18,38
2976,34,23
2978,31,25
2980,20,35
2980,37,21
2985,45,15
2986,28,27
2987,33,24
2988,21,34
2990,36,22
2990,40,19
2990,30,26
2992,44,16
2994,14,46
2999,39,20
2999,27,28
3000,15,44
3000,50,11
3000,25,29
3005,49,12
3006,16,42
3006,43,17
3011,17,40
3012,48,13
3014,42,18
3015,35,23
3016,32,25
3016,22,33
3018,47,14
3020,20,36
3020,19,37
3020,38,21
3021,23,32
3023,29,27
3026,34,24
3028,31,26
3028,46,15
3030,37,22
3031,41,19
3035,45,16
3036,28,28
3036,26,29
3038,13,49
3040,40,20
3044,18,39
3048,44,17
3050,14,47
3050,24,31
3050,50,12
3050,25,30
3054,36,23
3054,33,25
3056,43,18
3056,49,13
3058,19,38
3059,21,35
3060,30,27
3060,39,21
3062,48,14
3064,13,50
3065,15,45
3065,35,24
3066,32,26
3066,22,34
3070,38,22
3071,47,15
3072,27,29
3072,42,19
3073,29,28
3078,46,16
3078,14,48
3078,17,41
3081,41,20
3086,26,30
3088,16,43
3090,45,17
3092,34,25
3093,37,23
3094,23,33
3094,18,40
3097,31,27
3098,24,32
3098,44,18
3100,50,13
3100,20,37
3100,40,21
3101,21,36
3104,33,26
3104,36,24
3106,49,14
3108,28,29
3110,30,28
3110,39,22
3112,17,42
3113,43,19
3114,48,15
3115,15,46
3120,16,44
3121,47,16
3122,27,30
3122,42,20
3125,25,31
3127,19,39
3130,35,25
3132,46,17
3132,38,23
3134,32,27
3138,22,35
3140,41,21
3140,20,38
3140,45,18
3142,34,26
3143,37,24
3144,29,29
3144,23,34
3147,31,28
3150,50,14
3150,40,22
3154,44,19
3157,49,15
3158,28,30
3160,26,31
3162,18,41
3163,43,20
3164,14,49
3164,48,16
3168,36,25
3171,33,27
3171,39,23
3172,24,33
3174,47,17
3175,15,47
3175,25,32
3177,19,40
3180,42,21
3180,30,29
3180,35,26
3180,21,37
3182,46,18
3182,38,24
3182,22,36
3184,32,28
3186,16,45
3190,41,22
3192,14,50
3194,29,30
3195,27,31
3195,17,43
3195,45,19
3198,18,42
3200,50,15
3204,44,20
3205,15,48
3206,37,25
3207,49,16
3208,34,27
3210,26,32
3210,40,23
3210,20,39
3216,48,17
3216,31,29
3217,23,35
3218,36,26
3220,43,21
3221,39,24
3221,33,28
3222,24,34
3222,21,38
3224,47,18
3229,17,44
3230,30,30
3230,42,22
3230,28,31
3236,16,46
3236,46,19
3244,38,25
3245,45,20
3245,35,27
3245,27,32
3246,19,41
3249,41,23
3250,50,16
3250,25,33
3252,32,29
3256,37,26
3258,49,17
3258,34,28
3260,44,21
3260,22,37
3260,20,40
3260,40,24
3263,23,36
3265,29,31
3266,31,30
3266,48,18
3270,43,22
3277,47,19
3280,28,32
3280,18,43
3282,36,27
3282,39,25
3284,26,33
3284,19,42
3286,46,20
3288,33,29
3288,42,23
3290,15,49
3293,21,39
3294,38,26
3295,35,28
3296,24,35
3296,17,45
3299,41,24
3300,45,21
3300,16,47
3300,30,31
3300,50,17
3300,25,34
3302,32,30
3304,22,38
3308,49,18
3310,44,22
3315,29,32
3316,18,44
3318,48,19
3318,27,33
3319,37,27
3320,15,50
3320,40,25
3324,34,29
3327,47,20
3327,43,23
3330,20,41
3332,16,48
3332,36,28
3332,39,26
3334,26,34
3335,31,31
3338,42,24
3338,33,30
3340,23,37
3340,46,21
3343,21,40
3344,24,36
3346,17,46
3350,45,22
3350,50,18
3350,30,32
3352,28,33
3356,38,27
3358,41,25
3359,49,19
3360,35,29
3365,19,43
3366,44,23
3368,48,20
3368,27,34
3369,37,28
3370,32,31
3370,40,26
3370,20,42
3374,34,30
3375,25,35
3376,22,39
3377,43,24
3380,47,21
3384,18,45
3385,31,32
3386,29,33
3386,23,38
3390,46,22
3393,39,27
3396,42,25
3396,36,29
3400,50,19
3402,28,34
3403,19,44
3405,45,23
3405,33,31
3406,38,28
3408,26,35
3408,41,26
3409,49,20
3410,35,30
3413,17,47
3414,21,41
3416,16,49
3416,44,24
3420,24,37
3420,32,32
3420,48,21
3420,30,33
3425,25,36
3426,22,40
3430,40,27
3430,47,22
3432,37,29
3434,43,25
3434,18,46
3436,29,34
3440,34,31
3441,27,35
3443,39,28
3444,46,23
3446,42,26
3446,36,30
3447,17,48
3448,16,50
3450,20,43
3450,50,20
3454,31,33
3455,45,24
3455,33,32
3456,21,42
3458,26,36
3459,23,39
3460,49,21
3467,41,27
3468,24,38
3468,38,29
3470,48,22
3470,30,34
3472,44,25
3472,19,45
3474,28,35
3475,35,31
3480,40,28
3482,37,30
3483,47,23
3484,43,26
3488,32,33
3490,20,44
3490,34,32
3491,27,36
3494,46,24
3498,22,41
3500,50,21
3500,25,37
3502,18,47
3504,39,29
3504,42,27
3504,31,34
3507,29,35
3509,23,40
3510,36,31
3510,45,25
3510,49,22
3517,41,28
3518,38,30
3522,48,23
3522,44,26
3522,19,46
3522,33,33
3524,28,36
3525,35,32
3530,17,49
3532,26,37
3533,47,24
3535,21,43
3538,18,48
3538,32,34
3540,30,35
3540,40,29
3541,43,27
3542,22,42
3542,24,39
3545,37,31
3548,46,25
3550,25,38
3550,50,22
3554,42,28
3554,39,30
3556,34,33
3557,29,36
3560,36,32
3560,20,45
3560,45,26
3561,49,23
3564,27,37
3564,17,50
3572,33,34
3572,48,24
3573,31,35
3576,41,29
3577,21,44
3578,44,27
3580,38,31
3582,26,38
3582,23,41
3586,47,25
3590,35,33
3590,40,30
3590,30,36
3591,19,47
3591,43,28
3592,24,40
3595,37,32
3596,28,37
3598,46,26
3600,50,23
3606,34,34
3606,32,35
3610,20,46
3611,49,24
3612,42,29
3614,27,38
3615,39,31
3615,45,27
3620,22,43
3620,18,49
3623,31,36
3624,36,33
3624,48,25
3625,25,39
3626,41,30
3628,23,42
3628,44,28
3628,29,37
3629,19,48
3630,38,32
3636,47,26
3639,33,35
3640,35,34
3646,28,38
3648,43,29
3648,21,45
3650,40,31
3650,50,24
3652,46,27
3656,32,36
3656,26,39
3656,18,50
3658,37,33
3660,30,37
3662,49,25
3662,42,30
3664,22,44
3665,39,32
3665,45,28
3666,24,41
3672,34,35
3674,36,34
3674,48,26
3675,25,40
3678,29,38
3680,20,47
3684,44,29
3685,41,31
3687,27,39
3689,33,36
3689,47,27
3692,31,37
3692,38,33
3698,43,30
3698,21,46
3700,50,25
3700,40,32
3702,46,28
3705,35,35
3705,23,43
3706,26,40
3708,37,34
3710,19,49
3710,30,38
3712,49,26
3714,24,42
3718,28,39
3720,45,29
3720,20,48
3720,42,31
3722,34,36
3724,32,37
3726,39,33
3726,48,27
3734,44,30
3735,41,32
3736,22,45
3737,27,40
3738,36,35
3739,47,28
3742,38,34
3742,31,38
3748,19,50
3749,29,39
3750,25,41
3750,50,26
3751,23,44
